"((-8 * -9) + (((-7 / -3) + (-2 / (7 - -9))) / (power(8, (-5 + 0)) + 4)))",72.5520791213
(7 - (((4 * 9) * ((2 * 8) / 4)) + ((((3 + -4) - -8) * -6) * -6))),-389
"(((9 * (-9 + ((-6 + -4) + 7))) / power(2, 3)) + (9 + (3 * power(1, 2))))",-1.5
"power((((-9 * -6) - (0 + -6)) / -6), (((0 + 0) + 0) + (0 + (0 + 0))))",1
((-8 * -9) + (-5 + (((8 + 0) * (7 + (1 * -7))) / (3 / (6 - 2))))),67
"((4 * (power(((-9 - -6) + -9), -1) - 6)) + (((8 * -9) * 1) * (9 / 4)))",-186.333333333
"(((power(6, -2) * ((-3 * power(7, -2)) + 7)) + (-5 / (6 + -3))) - (-9 - -7))",0.526077097506
"((-8 / 8) + ((7 - (power(-2, (0 * 9)) * ((2 - 3) + -9))) - (-2 * -5)))",6
"power(((((-2 * 8) * -7) * power(power((-5 / 2), -6), 2)) - 1), (5 + (0 + 0)))",-0.990640000978
"(((9 + (2 * 3)) / -1) * ((3 / -9) - power((((-6 / -9) + 8) / -1), 1)))",-125
((-4 * (((2 * 5) * -9) * -8)) + ((8 + (3 * (5 - -9))) + (-2 + -7))),-2839
"(((power(2, -5) / (-1 * -8)) - (power((-4 - (-8 + 2)), -2) - (5 / -3))) + -2)",-3.91276041667
"power(((-3 + -3) - -8), (((0 + 0) + (0 + 0)) + ((0 + 0) + (0 + 0))))",1
"power((8 * 3), (((-3 + 0) + 0) + ((0 + 0) + (0 + ((0 + 0) + 0)))))",7.2337962963e-05
"((-7 * power((((1 + -1) - 9) - -3), ((4 + (0 + 0)) + 0))) + (9 - 8))",-9071
(-9 / (((-4 + (7 * ((2 * 3) + 3))) * -6) * ((9 / 6) - (8 * -1)))),0.00267618198037
(((-1 * (5 + (4 / -7))) * ((9 - -6) / ((-9 - 6) + (-3 + 6)))) - -7),12.5357142857
((3 + ((6 + 8) - 0)) - ((-4 + 9) + (1 * ((-4 - (7 * -6)) + -6)))),-20
(((-4 * (-5 * 3)) * (-8 + -2)) * (((-9 * 4) + (-4 - -5)) - (0 - -5))),24000
"(((-7 + 3) / (power((5 / 1), -4) - (1 / (-9 - 7)))) + ((-7 - -4) - 1))",-66.4024960998
"(((-9 / (-1 - -4)) * (((-6 - -9) + power(6, 6)) - power(7, (-6 + 0)))) * 9)",-1259792.99977
"power(power(power((-3 / -8), (-1 + 0)), ((6 + (0 + 0)) + 0)), (3 + (0 + 0)))",46498311.3206
((-5 + (((((-7 / (4 - 5)) / -3) + -9) + -7) * 3)) + ((-9 / -7) + -4)),-62.7142857143
"(power(((-2 / -7) / 8), ((4 + 0) + (0 + 0))) * ((power(-8, -1) + -6) - -4))",-3.45721834652e-06
((5 - 7) + (((-5 + -7) + (((2 * -4) * 4) + (5 * 7))) + (-9 * 7))),-74
"power(((((5 / 2) * (-2 * ((-9 * -5) + -9))) / -4) - -2), ((-5 + 0) + 0))",4.36024316849e-09
((((5 / ((8 / (2 - -4)) + 8)) + -6) / (-8 - 8)) + ((6 * -6) + 1)),-34.6584821429
(9 - ((5 + 7) + (1 - ((((8 / 8) / 5) * (-5 / 4)) / (3 + -7))))),-3.9375
"((3 - -2) + power(((3 - ((-7 + 7) / 1)) + (-1 / power(3, (-1 + 0)))), 2))",5
"(((-3 * power((7 - -9), (-2 + 0))) - 5) * ((-5 + power(2, -4)) - (-8 + 2)))",-5.32495117188
"(power(-5, -2) / power(((((-2 * 5) - -9) - (5 - -7)) - 0), (0 + (0 + 0))))",0.04
"((7 * power(((7 + -3) + 5), -6)) * (((-9 / -1) * (4 / -9)) - (4 + 2)))",-0.000131717349621
"(power(((5 + 5) + (7 * ((-1 - (5 * -4)) - ((1 * -1) - 7)))), -3) + 7)",7.00000012689
"(power((((-1 + -1) + (6 * 2)) + 6), ((-2 + 0) + 0)) * (power(3, -2) + 9))",0.0355902777778
"(((power(5, 6) * (-2 / -7)) * (1 - 0)) * ((-2 + ((1 - 8) * -8)) - -9))",281250
"(((8 * (7 - -9)) + (-1 * -9)) - (6 + (((-4 / -3) / 7) + power(3, -4))))",130.797178131
"((6 / power((3 - 8), -2)) + (((-2 + (-4 - (2 * 4))) + power(1, 4)) + -4))",133
"((power(2, -5) - -3) - (power((-6 - 6), (0 / (-4 - 4))) + (6 + (2 + -7))))",1.03125
"power((((power(-2, -6) + 3) - -2) - -4), (((-4 + 0) + 0) + (0 + (0 + 0))))",0.000151361925322
"((power(((1 + 0) / 2), power(-2, (0 / (-5 * (-7 - -3))))) + 7) * (0 / 9))",0
"(((6 + 9) / -6) / power(((-3 - 0) / ((8 + (-5 - -6)) / (6 / -7))), 1))",-8.75
"((power((-4 / power(4, (-2 + 1))), (4 + (0 + 0))) / 2) / (8 * (-3 - 6)))",-455.111111111
((8 + ((-1 * 7) * (5 * 3))) / ((1 + -2) + ((-5 - 6) - (-8 + 7)))),8.81818181818
"(((8 - power(8, -2)) * 9) - ((9 * 5) * ((power(4, -6) - (-9 - 8)) + -7)))",-378.151611328
"power(4, ((power(5, (-2 + (((0 + 0) + 0) + 0))) + (-8 - (-4 + 3))) * 0))",1
"((3 - (-7 * 6)) + (((7 - -7) / -3) * (-1 * power(power(-4, -1), (-3 + 0)))))",-253.666666667
"(((-2 - -6) / (power(-5, -4) + (5 - (4 + 1)))) + (((4 - -5) + 0) + -4))",2505
"(power(1, -4) * (((9 + -4) - 5) + ((-9 / -2) / power((-5 + 9), (-3 + 0)))))",288
"(((-1 / (6 + -1)) + 2) / (((power((-7 + 8), -5) * (-8 + 3)) + 2) * 5))",-0.12
"((-3 / 2) - ((power(6, -3) - -3) / (((3 * -7) / (-7 + 5)) * (8 + 0))))",-1.53576940035
"((((-8 + power(-9, -4)) - (9 * -4)) + (-4 + 4)) / (((6 * -4) + -6) + -5))",-0.800004354737
"power(power(((-4 - (9 - -8)) + (8 + -6)), (6 + (0 + 0))), ((-5 + 0) + 0))",4.33902319184e-39
(((4 * (-1 * 8)) + (((-9 * 4) + -9) + ((4 * 2) - 5))) * (2 - -3)),-370
"(power(((-8 * 9) * 7), ((1 + 0) + ((0 + (0 + 0)) + 0))) + power(-5, -4))",-503.9984
"((((-3 * 4) + power(4, (-1 + 0))) * (7 + (2 * 9))) / ((4 + 4) - -7))",-19.5833333333
"(((2 + -9) * (-7 + 5)) / ((6 + ((-6 + power(1, -2)) / -7)) * (-4 * -1)))",0.521276595745
"(((-3 + ((3 * -8) + (2 + -9))) / -9) + (power((3 + 0), (6 + 0)) * 6))",4377.77777778
"((power(7, (-6 + (0 + 0))) * (-3 * (4 / 9))) + (-3 * ((2 - 3) - -3)))",-6.00001133315
"(((-7 * 5) - -1) + power((power(-8, -3) + (power((1 / -2), 0) * (-3 + -4))), -5))",-34.0000594161
(((((-3 - 1) / 5) - -7) / (-1 + ((-3 + -4) * ((-7 * 5) * 8)))) + 2),2.00316488004
(((3 * 5) / -2) / (((7 * -5) - ((-7 * -8) + -4)) * (9 / (5 - 7)))),-0.0191570881226
"((power((6 * -7), ((-3 + (0 + 0)) + 0)) / (-8 / -2)) - ((-6 + -5) * 7))",76.9999966256
"power(-6, (((-1 + (0 + 0)) + 0) + ((0 + (0 + 0)) + (0 + (0 + 0)))))",-0.166666666667
"(((power(-4, (1 + ((0 + 0) + 0))) - -4) + ((4 / 3) - power(5, 6))) / -2)",7811.83333333
((4 + (((5 + ((0 + -2) - 5)) / -1) - (6 / -5))) * ((-4 + -1) + 2)),-21.6
"((power((0 + -8), -1) + 1) - ((-3 - (-4 + 9)) + ((-3 - (-5 / 8)) - -5)))",6.25
"(power(-4, (-3 - 1)) - ((((-3 + -6) * -3) * (-7 / (8 / 4))) * (-6 - 8)))",-1322.99609375
"(((-2 + 5) * ((7 + -1) - 4)) * (-4 * ((0 - 8) + (power(7, 1) * -7))))",1368
"((((1 * -2) + (-4 - 0)) - -5) + (power(-3, (-1 - (-4 - -9))) / (-1 - -5)))",-0.999657064472
"((power(-4, 5) * (4 - 3)) * (((-1 * 3) - (-2 - 2)) + (power(6, -1) - 1)))",-170.666666667
(((((((7 - 5) - -9) * (3 + -2)) / 5) * 5) * -1) / ((2 + -3) + -2)),3.66666666667
"power(-5, ((0 + ((0 + 0) + (0 + 0))) + ((0 + (0 + (0 + 0))) + 0)))",1
"(power((8 * (2 - 1)), -6) * (((-7 * 5) * (3 + ((-6 * 7) / -7))) - 2))",-0.0012092590332
"(power((-8 * 8), (2 + (0 + 0))) + ((((-8 - 0) / -4) * (6 / 9)) / -2))",4095.33333333
"(power(((-1 + ((4 + (9 * 4)) - 9)) / ((-7 * 5) + (-7 * 1))), 3) * 1)",-0.36443148688
"((5 / (-8 * (-5 * 2))) + (power(4, ((-4 + 0) + 0)) * power(power(3, 4), 4)))",168151.316406
"(power(power(6, -1), 1) + (((power(9, 6) + -5) / ((9 / 7) + -9)) - (-3 * 9)))",-68862.6851852
"((power(-1, -3) + (6 * (9 * -9))) + (((3 - power(-1, 4)) + -8) - (1 - -3)))",-497
"(((2 + (power(-4, -6) + 1)) * ((0 + power(-5, 0)) / (0 - 3))) * (-3 - -3))",-0
"((-8 - 4) - (power(((-5 * -9) * ((6 - 4) + (1 - 5))), -1) + (-2 + -5)))",-4.98888888889
"(power((((0 + 5) - -2) * 8), ((2 + (0 + 0)) + (0 + 0))) - (6 * -7))",3178
"power(-8, ((3 + ((0 + 0) + (0 + 0))) + (0 + ((0 + 0) + (0 + 0)))))",-512
